UniqueNameLabel,SubClassLabel
RELEASER,RELEASER OF A MECHANICAL SWITCHING DEVICE
REMOVER,CHLORINE REMOVER
REMOVER,CO2 REMOVER
REMOVER,H2S-REMOVER
REMOVER,SLAG SLUICE
RESTRICTOR,
RETURN CHANNEL,
ROUTER(function),CABLE ROUTING SYSTEM
ROUTER(function),ROUTER
SAFETY DEVICE,CENTRAL FIRE POINT
SAFETY DEVICE,MAN OVERBOARD EQUIPMENT STATION
SAFETY DEVICE,MANUAL FIRE STATION
SAFETY DEVICE,PIPING SAFETY DEVICE
SAMPLER,SAMPLING TUBE
SAMPLER,sampler
SCANNING DEVICE,RADAR SCANNER
SCRAPER,OIL SCRAPER RING
SCRAPER,scraper
SELF-CHECKING DEVICE,
SENDER,SIGNAL SENDER
SEPARATOR,CENTRIFUGE
SEPARATOR,COLD HIGH PRESSURE SEPARATOR
SEPARATOR,COLD LOW PRESSURE SEPARATOR
SEPARATOR,DEAERATOR
SEPARATOR,DISTANCE PIECE
SEPARATOR,ELECTRICAL SEPARATOR
SEPARATOR,ELECTROSTATIC PRECIPITATOR
SEPARATOR,FIRST STAGE SEPARATOR
SEPARATOR,FLASH SEPARATOR
SEPARATOR,FLUID SEPARATOR
SEPARATOR,FOURTH STAGE SEPARATOR
SEPARATOR,GAS-LIQUID SEPARATOR
SEPARATOR,GAS-SOLID SEPARATOR
SEPARATOR,HOT HIGH PRESSURE SEPARATOR
SEPARATOR,HOT LOW PRESSURE SEPARATOR
SEPARATOR,INTERCEPTOR
SEPARATOR,LIQUID-LIQUID SEPARATOR
SEPARATOR,MAGNETIC SEPARATOR
SEPARATOR,MOLECULAR SIEVE
SEPARATOR,PRECIPITATOR
SEPARATOR,SCRUBBER
SEPARATOR,SCRUBBING SEPARATOR
SEPARATOR,SECOND STAGE SEPARATOR
SEPARATOR,SIEVE
SEPARATOR,THIRD STAGE SEPARATOR
SEPARATOR,TWIN DRUM
SEPARATOR,VAPOUR-LIQUID SEPARATOR
SEPARATOR,separator
SHAKER,SHALE SHAKER
SHELL(structure),BOTTOM SHELL
SHELL(structure),CONICAL SHELL
SHELL(structure),CYLINDRICAL SHELL
SHELL(structure),MULTI LAYER SHELL
SHELL(structure),SIDE SHELL
SHELL(structure),VESSEL SHELL
SHELL(structure),shell
SHIELD,APRON
SHIELD,CABLE SHIELD
SHIELD,HEAT SHIELD
SHIELD,PROTECTIVE SHIELD
SHIELD,WINDSHIELD
SHIPPER(function),
SHOWER,SAFETY SHOWER
SHOWER,SAFETY SHOWER EYE BATH
SIGHT GLASS,BULL&#39;S- EYE SIGHT GLASS
SIGHT GLASS,DIFFERENTIAL PRESSURE SIGHT GLASS
SIGHT GLASS,DOUBLE WALL SIGHT GLASS
SIGHT GLASS,FLOW SIGHT GLASS
SIGHT GLASS,FLOW SIGHT GLASS
SIGHT GLASS,LEVEL SIGHT GLASS
SIGHT GLASS,OBLONG SIGHT GLASS
SIGHT GLASS,PRESSURE SIGHT GLASS
SIGHT GLASS,ROUND SIGHT GLASS
SIGHT GLASS,Sight indicator
SIGHT GLASS,sight glass
SIGN,NAMEPLATE
SIGN,SAFETY SIGN
SIGN,STAMP
SIGNAL,ANALOGUE SIGNAL
SIGNAL,DIGITAL SIGNAL
SIGNAL,ELECTRIC SIGNAL
SIGNAL,ELECTROMAGNETIC SIGNAL
SIGNAL,HYDRAULIC SIGNAL
SIGNAL,ISO2041 SIGNAL
SIGNAL,ON-OFF SIGNAL
SIGNAL,PNEUMATIC SIGNAL
SIGNAL,PROCESS SIGNAL
SIGNAL,WIRELESS INSTRUMENTATION SIGNAL
SIGNAL,signal
SIGNAL CIRCUIT,
SIGNALLER,FLARE(alarm)
SILENCER,ACOUSTIC ENCLOSURE
SILENCER,ACOUSTIC NOISE REDUCTION PLATE
SILENCER,EXHAUST BOX
SILENCER,MUFFLER
SILENCER,SOUND ATTENUATOR
SILENCER,silencer
SIMULATOR,PROCESS SIMULATOR
SOAKER,
SOUNDER,BELL
SOUNDER,BUZZER
SPACER,BICYCLE BRAKE ARM PIVOT SPACER
SPACER,COUPLING SPACER
SPACER,DISTANCE PIPE
SPACER,PIPE FLANGE SPACER
SPACER,PIPE SPACER
SPACER,SHAFT SPACER
SPACER,SPECTACLE BLIND
SPACER,spacer
SPLITTER(function),SIGNAL SPLITTER
SPLITTER(function),SPLITTER
SPRING,CONSTANT FORCE SPRING
SPRING,CUP SPRING
SPRING,HELICAL SPRING
SPRING,LAMINATED SPRING
SPRING,LATCH SPRING
SPRING,NORSOK I-001 REV3 V01 BLOCK VALVE ACTUATOR SPRING
SPRING,NORSOK I-001 REV3 V03 VALVE SPRING
SPRING,NORSOK I-001 REV3 V02 CONTROL VALVE ACTUATOR SPRING
SPRING,RETAINER SPRING
SPRING,RETURN SPRING
SPRING,SEAL SPRING
SPRING,SPEEDER SPRING
SPRING,SPIRAL SPRING
SPRING,SUPER-SINUS SPRING
SPRING,TORSION SPRING
SPRING,VANE SPRING
STABILIZER,DRILLING STABILIZER
STABILIZER,FLUID STABILIZER
STABILIZER,GYRO STABILIZER
STABILIZER,POWER STABILIZER
STABILIZER,STABILIZER BAR
STABILIZER,STABILIZER CIRCUIT
STACK,Type A
STACK,Type B
STACK,Type C
STACK,Type D
STACK,stack
STANDARDIZER,STANDARDIZATION ORGANIZATION
STARTER,AIR STARTER MOTOR
STARTER,AUTO-TRANSFORMER STARTER
STARTER,DIRECT-ON-LINE STARTER
STARTER,ELECTRICAL MOTOR STARTER
STARTER,HYDRAULIC STARTER
STARTER,MANUAL STARTER
STARTER,N-STEP STARTER
STARTER,RHEOSTATIC STARTER
STARTER,SOFT-START STARTER
STARTER,STAR-DELTA STARTER
STARTER,STARTING UNIT
STERILIZER,UV STERILIZER
STIFFENER,BEND STIFFENER
STIFFENER,BOTTOM STIFFENER
STIFFENER,BRACKET PLATE
STIFFENER,BULKHEAD
STIFFENER,INTERNAL STIFFENER
STIFFENER,KNEE PLATE
STIFFENER,NOZZLE STIFFENER
STIFFENER,RECTANGULAR ATMOSPHERIC TANK STIFFENER
STIFFENER,SIDE STIFFENER
STIFFENER,STIFFENER PLATE
STIFFENER,STIFFENER RING
STIFFENER,TOP STIFFENER
STORAGE,ATMOSPHERIC STORAGE
STORAGE,BULK STORAGE
STORAGE,DATA STORAGE
STORAGE,DAY STORAGE
STORAGE,MUD PIT
STORAGE,REEL
STORAGE,TANK PIT
STRAINER,BASKET STRAINER
STRAINER,BATH TUB STRAINER
STRAINER,CONICAL STRAINER
STRAINER,CRANKCASE OIL STRAINER
STRAINER,DUPLEX STRAINER
STRAINER,NORSOK I-001 REV3 F01 STRAINER
STRAINER,STEAM STRAINER
STRAINER,T STRAINER
STRAINER,TOP HAT STRAINER
STRAINER,WATER STRAINER
STRAINER,Y STRAINER
STRAINER,strainer
STRATEGY,STRATEGY DOCUMENT
STRIPPER(function),
STRUCTURE,NET
STRUCTURE,STRUCTURE(mechanical)
STRUCTURE,WORK BREAKDOWN STRUCTURE
SUBSTATION,ASSOCIATED PHASE LAYOUT SUBSTATION
SUBSTATION,ATTENDED SUBSTATION
SUBSTATION,CONVERTER SUBSTATION
SUBSTATION,DOUBLE BUSBAR SUBSTATION
SUBSTATION,FREQUENCY CONVERTER SUBSTATION
SUBSTATION,GAS INSULATED METAL-ENCLOSED SUBSTATION
SUBSTATION,INDOOR SUBSTATION
SUBSTATION,KIOSK SUBSTATION
SUBSTATION,MANNED SUBSTATION
SUBSTATION,MIXED PHASE LAYOUT SUBSTATION
SUBSTATION,OPEN TYPE SUBSTATION
SUBSTATION,OUTDOOR SUBSTATION
SUBSTATION,SEPARATED PHASE LAYOUT SUBSTATION
SUBSTATION,SINGLE BUSBAR SUBSTATION
SUBSTATION,SWITCHING SUBSTATION
SUBSTATION,TAPPED SUBSTATION
SUBSTATION,TRACTION SUBSTATION
SUBSTATION,TRANSFORMER SUBSTATION
SUBSTATION,TRIPLE BUSBAR SUBSTATION
SUBSTATION,UNDERGROUND SUBSTATION
SUBSTATION,UNMANNED SUBSTATION
SUGGESTION,RECOMMENDATION
SUIT,PROTECTIVE SUIT
SUPPLIER(function),AIR SUPPLY
SUPPLIER(function),ENERGY SUPPLY
SUPPLIER(function),OIL SUPPLY
SUPPLIER(function),SUPPLIER ORGANIZATION
SUPPORT,ADAPTER SEAT
SUPPORT,ANCHOR CHAIR
SUPPORT,ANGLE SUPPORT
SUPPORT,BAFFLE SUPPORT
SUPPORT,BASE RING
SUPPORT,BASEPLATE
SUPPORT,BEAM
SUPPORT,BEARING
SUPPORT,BEARING ASSEMBLY
SUPPORT,BEARING CARRIER
SUPPORT,BEARING CARTRIDGE
SUPPORT,BICYCLE KICKSTAND
SUPPORT,BICYCLE WHEEL SUSPENSION
SUPPORT,BRACKET
SUPPORT,BRIDGE LANDING
SUPPORT,BRUSH HOLDER ROCKER YOKE
SUPPORT,BRUSH HOLDER SUPPORTING STRUCTURE
SUPPORT,CABLE BRACKET
SUPPORT,CABLE CONDUIT SECTION
SUPPORT,CABLE GLAND
SUPPORT,CABLE LADDER SECTION
SUPPORT,CABLE RACK
SUPPORT,CABLE TRAY SECTION
SUPPORT,CABLE TRUNK SECTION
SUPPORT,CAISSON SUPPORT
SUPPORT,CARRYING BAR
SUPPORT,CHRISTMAS TREE TEST STUMP
SUPPORT,CIRCUIT BOARD
SUPPORT,COLUMN
SUPPORT,COLUMN PIPE
SUPPORT,CONDUCTOR SUPPORT
SUPPORT,CROSSTIE
SUPPORT,DRIVER STOOL
SUPPORT,ELECTRICAL CONTACT BRUSH HOLDER
SUPPORT,FLOWLINE SPOOL
SUPPORT,FOOT SUPPORT
SUPPORT,FRAME
SUPPORT,FRAMEWORK STUD
SUPPORT,GROMMET
SUPPORT,GROUND SUPPORT
SUPPORT,GUIDE BLADE CARRIER
SUPPORT,HANDLE
SUPPORT,HANGER
SUPPORT,HOUSING
SUPPORT,I-BEAM STRUCTURE
SUPPORT,IMPELLER SUPPORT - OVERHUNG
SUPPORT,INTERMEDIATE BEARING SPIDER
SUPPORT,J-TUBE SUPPORT
SUPPORT,J-TUBE SUPPORT FRAME
SUPPORT,JOIST
SUPPORT,LADDER SUPPORT
SUPPORT,LEG SUPPORT
SUPPORT,LEVELING PLATE
SUPPORT,LIFTING ATTACHMENT
SUPPORT,LUG SUPPORT
SUPPORT,MOTOR SLIDE RAIL
SUPPORT,MOUNTING PLATE
SUPPORT,MOUNTING RAIL
SUPPORT,MUDMAT
SUPPORT,NON-TUBULAR HEAT EXCHANGER SUPPORT
SUPPORT,PACKING SUPPORT
SUPPORT,PANEL
SUPPORT,PEDESTAL
SUPPORT,PILE
SUPPORT,PILE CLUSTER
SUPPORT,PIPE RACK
SUPPORT,PIPE SUPPORT
SUPPORT,PIPELINE SPAN SUPPORT
SUPPORT,PIPELINE SUPPORT MATERIAL
SUPPORT,PLATFORM
SUPPORT,PLATFORM SUPPORT
SUPPORT,POLE
SUPPORT,PONTOON
SUPPORT,PUMP COLUMN
SUPPORT,PUSH-PULL CABLE CASING
SUPPORT,RAFTER
SUPPORT,REACTOR BED SUPPORT
SUPPORT,RISER SUPPORT
SUPPORT,SADDLE BLOCK
SUPPORT,SADDLE SUPPORT
SUPPORT,SEATING
SUPPORT,SHAFT BETWEEN BEARINGS
SUPPORT,SKEG
SUPPORT,SKID
SUPPORT,SLEEPER
SUPPORT,SLIDE RAIL
SUPPORT,SLIDING SUPPORT
SUPPORT,STRETCHER
SUPPORT,STRIP
SUPPORT,STRUCTURAL FRAMEWORK
SUPPORT,SUBSEA CHOKE MODULE
SUPPORT,SUBSEA FLOW CONTROL MODULE
SUPPORT,SUBSEA PIPELINE CROSSING SUPPORT
SUPPORT,SUBSTRUCTURE
SUPPORT,SUPPORT LEG
SUPPORT,SUPPORT RING
SUPPORT,SUPPORT SYSTEM
SUPPORT,SUPPORT TRAY
SUPPORT,SUPPORTING STRUCTURE
SUPPORT,TERMINAL RAIL
SUPPORT,THRUST BEARING PAD
SUPPORT,TOPSIDE SUPPORT STRUCTURE
SUPPORT,TRANSVERSE
SUPPORT,TRANSVERSE BAFFLE
SUPPORT,TRENCH BED
SUPPORT,TUBE SHEET
SUPPORT,TWR PROPELLER SUPPORT
SUPPORT,VALVE YOKE
SUPPORT,VESSEL SKIRT
SUPPORT,cement
SUPPORT,grout
SUPPORT,sprayed fibre
SWITCHING DEVICE,AUTOMATIC SWITCHING EQUIPMENT
SWITCHING DEVICE,AUTOMATICALLY OPERATED SWITCH
SWITCHING DEVICE,CIRCUIT BREAKER
SWITCHING DEVICE,CONTACTOR
SWITCHING DEVICE,CONTROL STATION
SWITCHING DEVICE,CONTROL SWITCH
SWITCHING DEVICE,DISCONNECTOR
SWITCHING DEVICE,EARTH FAULT SWITCH
SWITCHING DEVICE,ELECTRICAL BREAKER
SWITCHING DEVICE,ELECTRICAL SWITCH
SWITCHING DEVICE,ELECTRONICALLY ACTUATED SWITCH
SWITCHING DEVICE,FIXED TRIP MECHANICAL SWITCHING DEVICE
SWITCHING DEVICE,FUSE-COMBINATION UNIT
SWITCHING DEVICE,FUSE-SWITCH
SWITCHING DEVICE,GAS EVOLVING SWITCH
SWITCHING DEVICE,HUMAN-OPERATED SWITCH
SWITCHING DEVICE,HYDRAULIC SWITCH
SWITCHING DEVICE,MECHANICAL SWITCHING DEVICE
SWITCHING DEVICE,MECHANICALLY ACTUATED SWITCH
SWITCHING DEVICE,MULTI-CELL SWITCH
SWITCHING DEVICE,PROCESS SWITCH
SWITCHING DEVICE,RELAY
SWITCHING DEVICE,REVERSING SWITCH
SWITCHING DEVICE,SELECTOR SWITCH
SWITCHING DEVICE,SEMICONDUCTOR SWITCHING DEVICE
SWITCHING DEVICE,SIGNAL SWITCH
SWITCHING DEVICE,SWITCH ASSEMBLY
SWITCHING DEVICE,SWITCH-DISCONNECTOR
SWITCHING DEVICE,SWITCH-FUSE
SWITCHING DEVICE,SWITCHBOARD
SWITCHING DEVICE,TRIP-FREE MECHANICAL SWITCHING DEVICE
SYMBOL,CHEMICAL SYMBOL
SYMBOL,PID SYMBOL
SYMBOL,UNIT OF MEASURE SYMBOL
SYNTHESIZER,
SYSTEM,ACTUATING ELECTRICAL SYSTEM
SYSTEM,ALARM SYSTEM
SYSTEM,ANODIC PROTECTION SYSTEM
SYSTEM,AUXILIARY SYSTEM
SYSTEM,BLENDING SYSTEM
SYSTEM,BUCKLE INITIATOR
SYSTEM,CABLE ROUTING SYSTEM
SYSTEM,CHAINAGE REFERENCE SYSTEM
SYSTEM,COMMUNICATION SYSTEM
SYSTEM,COMPRESSOR STATION
SYSTEM,CONDITION MONITORING SYSTEM
SYSTEM,CONDITIONER SYSTEM
SYSTEM,CONTROL AND MONITORING SYSTEM
SYSTEM,CONTROL SYSTEM
SYSTEM,COOLING SYSTEM
SYSTEM,DATA HISTORIAN
SYSTEM,DATABASE SYSTEM
SYSTEM,DRAINAGE SYSTEM
SYSTEM,ELECTRICAL SYSTEM
SYSTEM,ENGINE MANEUVERING SYSTEM
SYSTEM,EQUIPMENT SHUTDOWN SYSTEM
SYSTEM,EXHAUST SYSTEM
SYSTEM,EXPANDER-COMPRESSOR SYSTEM
SYSTEM,FAULT-TOLERANT SYSTEM
SYSTEM,FINAL CONTROL ASSEMBLY
SYSTEM,FIRE AND SAFETY SYSTEM
SYSTEM,FIRE HAZARD MITIGATION SYSTEM
SYSTEM,FISCAL METERING SYSTEM
SYSTEM,FLUID LEAK DETECTION SYSTEM
SYSTEM,FLUID SYSTEM
SYSTEM,FUEL SYSTEM
SYSTEM,GAS SWEETENING SYSTEM
SYSTEM,GAS TREATMENT SYSTEM
SYSTEM,GENERATOR SET
SYSTEM,HANDOVER SYSTEM
SYSTEM,HEATING SYSTEM
SYSTEM,IMPELLER ASSEMBLY
SYSTEM,INFRASTRUCTURE
SYSTEM,INJECTION SYSTEM
SYSTEM,INSTRUMENT LOOP
SYSTEM,INSTRUMENT TUBING SYSTEM
SYSTEM,INSTRUMENTATION SYSTEM
SYSTEM,LINING MONITORING SYSTEM
SYSTEM,LUBRICATION SYSTEM
SYSTEM,MEASURE SYSTEM
SYSTEM,MEASURING SYSTEM
SYSTEM,MONITORING SYSTEM
SYSTEM,MOTOR SET
SYSTEM,NAVIGATIONAL AID SYSTEM
SYSTEM,NOMENCLATURE
SYSTEM,OPTICAL SYSTEM
SYSTEM,OVERHEAD SYSTEM
SYSTEM,PACKAGING SYSTEM
SYSTEM,PIPELINE
SYSTEM,PLANT TRAIN
SYSTEM,POSITIONING SYSTEM
SYSTEM,PROCESS ISOLATION SYSTEM
SYSTEM,PROCESS PLANT INSTRUMENTATION SYSTEM
SYSTEM,PROCESS SHUTDOWN SYSTEM
SYSTEM,PROCESS SIGNAL GENERATING SYSTEM
SYSTEM,PROCESS SIMULATION SYSTEM
SYSTEM,PROPULSION SYSTEM
SYSTEM,PUBLIC ADDRESS SYSTEM
SYSTEM,QUENCH SYSTEM
SYSTEM,ROTATING EQUIPMENT SYSTEM
SYSTEM,SAFETY SYSTEM
SYSTEM,SEAL SUPPORT SYSTEM
SYSTEM,SEPARATION AND STABILISATION SYSTEM
SYSTEM,SKID ASSEMBLY
SYSTEM,START SYSTEM
SYSTEM,STATIC EQUIPMENT SYSTEM
SYSTEM,STEAM SYSTEM
SYSTEM,SUBSEA POWER UNIT
SYSTEM,SUBSEA PRODUCTION SYSTEM
SYSTEM,TRACKING SYSTEM
SYSTEM,TRANSPORT SYSTEM
SYSTEM,TRANSPORTATION AND PACKING SYSTEM
SYSTEM,VENTILATION SYSTEM
SYSTEM,VESSEL SYSTEM
SYSTEM,WASTE DISPOSAL SYSTEM
SYSTEM,WELL ASSEMBLY
SYSTEM,WELL CLUSTER
SYSTEM,WELL DRILLING SYSTEM
SYSTEM,WELLBORE ASSEMBLY
SYSTEM,WIRELINE UNIT
SYSTEM,WORK CENTER
SYSTEM,regenerative
SYSTEM,simple
TAGGED OBJECT,
TERMINATOR,CABLE TERMINATOR
TERMINATOR,PIPING NETWORK TERMINATOR
TESTER,DRIFT
TESTER,TEST AGENCY
THREADER,THREADING MACHINE
TOOL,ALLEN KEY
TOOL,APPARATUS
TOOL,BAR CLAMP
TOOL,CALIPER
TOOL,CHRISTMAS TREE LIFTING TOOL
TOOL,COMPRESSOR TOOL
TOOL,CUTTER
TOOL,DEFIBRILLATOR
TOOL,DRIFT MANDREL
TOOL,EARTHING TEST SET
TOOL,ELECTRICAL TEST SET
TOOL,FLANGE TOOL
TOOL,HAMMER
TOOL,HAND TOOL
TOOL,INSPECTION TOOL
TOOL,IRON ROUGHNECK
TOOL,LATHE
TOOL,LIFTING TOOL
TOOL,LINE THROWING APPLIANCE
TOOL,MANDREL
TOOL,PIG TRAP
TOOL,PULLING TOOL
TOOL,REAMER
TOOL,RUNNING TOOL
TOOL,SCREWDRIVER
TOOL,SHIFTING TOOL
TOOL,SPAN ADJUSTMENT DEVICE
TOOL,SPECIAL TOOL
TOOL,SPECTACLES
TOOL,SUBSEA CHRISTMAS TREE RUNNING TOOL
TOOL,SUBSEA TOOL
TOOL,TENSION TOOL
TOOL,TEST PIECE
TOOL,TEST UNIT
TOOL,TESTING TOOL
TOOL,TORQUE TOOL
TOOL,WASHING TOOL
TOOL,WELDING UNIT
TOOL,WHIPSTOCK
TOOL,WRENCH
TOOL,tool
TOTALIZER,FLOW TOTALIZER
TOTALIZER,IFEA TOTALIZER TEMPLATE
TOTALIZER,STANDARD SIGNAL TOTALIZER
TRACER,
TRACKER,TRACKING SYSTEM
TRADER,TRADING ORGANIZATION
TRANSMITTAL,
TRANSMITTER,ELECTRICAL TRANSMITTER
TRANSMITTER,MULTIPLEXER
TRANSMITTER,PIG TRANSMITTER
TRANSMITTER,PNEUMATIC TRANSMITTER
TRANSMITTER,PROCESS VARIABLE TRANSMITTER
TRANSMITTER,TELECOMMUNICATIONS TRANSMITTER
TRANSMITTER,transmitter
TRANSMITTER(force),ARM
TRANSMITTER(force),CONNECTING ROD ASSEMBLY
TRANSMITTER(force),CRANK WEB
TRANSMITTER(force),CROSSHEAD
TRANSMITTER(force),CROSSHEAD ASSEMBLY
TRANSMITTER(force),ECCENTRIC FORCE TRANSMITTER
TRANSMITTER(force),GEAR
TRANSMITTER(force),GEAR TRAIN
TRANSMITTER(force),GEAR WHEEL
TRANSMITTER(force),GEARBOX
TRANSMITTER(force),LEVER
TRANSMITTER(force),PINION
TRANSMITTER(force),PULLEY
TRANSMITTER(force),PULLEY BLOCK
TRANSMITTER(force),VALVE STEM
TRANSPORTER,AIRCRAFT
TRANSPORTER,BATCH TRANSPORTER
TRANSPORTER,CLOSED TRANSPORTER
TRANSPORTER,FLUID TRANSPORTER
TRANSPORTER,LIFT
TRANSPORTER,LIFTING BEAM TROLLEY
TRANSPORTER,SOLIDS TRANSPORTER
TRANSPORTER,VEHICLE
TRANSPORTER,WATERCRAFT
TRAP,AIR RELEASE TRAP
TRAP,AIR TRAP
TRAP,CONDENSATE TRAP
TRAP,FOAM TRAP
TRAP,GUMBO TRAP
TRAP,OIL TRAP
TRAP,SAND TRAP
TRAP,SIPHON ODOUR TRAP
TRAP,STEAM TRAP
TRAP,WATER TRAP
VENDOR(function),
VENTILATING DEVICE,BEARING HOUSING VENT
VENTILATING DEVICE,CASING VENT
VENTILATING DEVICE,EARTH SHAFT
VENTILATING DEVICE,VENT LINE
VENTILATING DEVICE,VENT TIP
VENTILATING DEVICE,VENTILATION HOOD
VENTILATING DEVICE,VENTILATOR
WARNER,BEACON
WARNER,STATE WARNER
WEIGHER,BATCH WEIGHER
WEIGHER,CONTINUOUS WEIGHER
WEIGHER,WEIGH BRIDGE
WELDER,AWS CERTIFIED WELDER
WELL,ABANDONED WELL
WELL,ACTIVE WELL
WELL,ARTESIAN WELL
WELL,BLOWOUT RELIEF WELL
WELL,BOREHOLE REACQUISITION WELL
WELL,CLOSED WELL
WELL,DRILLING SUSPENDED WELL
WELL,DRILLING WELL
WELL,DRY WELL
WELL,EXPLORATION WELL
WELL,FLUID STORAGE WELL
WELL,GENERAL SERVICE WELL
WELL,HIGH PRESSURE HIGH TEMPERATURE WELL
WELL,INJECTION WELL
WELL,MINERAL WELL
WELL,OBSERVATION WELL
WELL,OPEN WELL
WELL,PERMITTED WELL
WELL,PLUGGED WELL
WELL,PRODUCTION WELL
WELL,PROPOSED WELL
WELL,RE-ENTRY WELL
WELL,REMEDIAL SIDETRACK WELL
WELL,SUSPENDED WELL
WELL,TEST WELL
WELL,TIGHT WELL
WELL,WASTE DISPOSAL WELL
WELL,WATER DISPOSAL WELL
WELL,well
WELL LINER,WELL LINER ASSEMBLY
WELLBORE REFERENCE,BOTTOMHOLE
WELLBORE REFERENCE,ROCK DRILL BIT
WELLBORE REFERENCE,WELL COMPLETION SECTION ASSEMBLY BOTTOM
WELLBORE REFERENCE,WELL COMPLETION SECTION ASSEMBLY TOP
WELLBORE REFERENCE,WELLBORE SECTION BOTTOM SURFACE
WHEEL,BICYCLE SPROCKET
WHEEL,BICYCLE WHEEL
WHEEL,CHAIN GUIDE PULLEY
WHEEL,FLYWHEEL
WHEEL,GEAR
WHEEL,SHEAVE
WHEEL,TURBINE WHEEL
WINDOW,FIRE-RATED WINDOW
WINDOW,NON-FIRE-RATED WINDOW
WIPER,KELLY WIPER
WIPER,WINDOW WIPER
WIRELESS ACCESS POINT,wireless access point
ZERO ADJUSTER,
